"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-121.63","55.69","CHETWYND A","1181513","2020-01-01","2020","01","01","","1.9","","-10.8","","-4.5","","22.5","","0.0","","","","","","","M","","","23","","44",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-02","2020","01","02","","0.9","","-9.6","","-4.4","","22.4","","0.0","","","","","","","M","","","22","","60",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-03","2020","01","03","","-8.2","","-9.9","","-9.1","","27.1","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-04","2020","01","04","","-1.1","","-21.6","","-11.4","","29.4","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-05","2020","01","05","","0.7","","-24.0","","-11.7","","29.7","","0.0","","","","","","","M","","","20","","38",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-06","2020","01","06","","-16.0","","-27.6","","-21.8","","39.8","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-07","2020","01","07","","-19.7","","-29.5","","-24.6","","42.6","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-08","2020","01","08","","-18.2","","-21.0","","-19.6","","37.6","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-09","2020","01","09","","-21.0","","-23.9","","-22.5","","40.5","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-10","2020","01","10","","-23.1","","-24.1","","-23.6","","41.6","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-11","2020","01","11","","-23.2","","-26.2","","-24.7","","42.7","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-12","2020","01","12","","-24.9","","-36.5","","-30.7","","48.7","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-13","2020","01","13","","-27.2","","-38.2","","-32.7","","50.7","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-14","2020","01","14","","-27.3","","-34.4","","-30.9","","48.9","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-15","2020","01","15","","-27.9","","-36.8","","-32.4","","50.4","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-16","2020","01","16","","-28.6","","-33.7","","-31.2","","49.2","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-17","2020","01","17","","-23.5","","-32.5","","-28.0","","46.0","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-18","2020","01","18","","-26.1","","-37.3","","-31.7","","49.7","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-19","2020","01","19","","-18.1","","-27.1","","-22.6","","40.6","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-20","2020","01","20","","2.0","","-18.1","","-8.1","","26.1","","0.0","","","","","","","M","","","22","","32",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-21","2020","01","21","","0.5","","-15.8","","-7.7","","25.7","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-22","2020","01","22","","2.8","","-14.0","","-5.6","","23.6","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-23","2020","01","23","","-0.6","","-12.6","","-6.6","","24.6","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-24","2020","01","24","","0.9","","-10.1","","-4.6","","22.6","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-25","2020","01","25","","2.3","","-13.2","","-5.5","","23.5","","0.0","","","","","","","M","","","24","","40",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-26","2020","01","26","","2.0","","-13.8","","-5.9","","23.9","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-27","2020","01","27","","3.6","","-16.0","","-6.2","","24.2","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-28","2020","01","28","","0.1","","-12.8","","-6.4","","24.4","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-29","2020","01","29","","5.2","","-12.0","","-3.4","","21.4","","0.0","","","","","","","M","","","22","","37",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-30","2020","01","30","","6.0","","-1.0","","2.5","","15.5","","0.0","","","","","","","M","","","25","","48",""
"-121.63","55.69","CHETWYND A","1181513","2020-01-31","2020","01","31","","3.3","","-4.4","","-0.6","","18.6","","0.0","","","","","","","M","","","21","","45",""
"-121.63","55.69","CHETWYND A","1181513","2020-02-01","2020","02","01","","2.5","","-4.9","","-1.2","","19.2","","0.0","","","","","","","M","","","23","","42",""
"-121.63","55.69","CHETWYND A","1181513","2020-02-02","2020","02","02","","-4.2","","-19.3","","-11.8","","29.8","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-02-03","2020","02","03","","-4.7","","-28.6","","-16.7","","34.7","","0.0","","","","","","","M","","","20","","33",""
"-121.63","55.69","CHETWYND A","1181513","2020-02-04","2020","02","04","","1.4","","-5.6","","-2.1","","20.1","","0.0","","","","","","","M","","","22","","37",""
"-121.63","55.69","CHETWYND A","1181513","2020-02-05","2020","02","05","","5.4","","-2.7","","1.4","","16.6","","0.0","","","","","","","M","","","22","","37",""
"-121.63","55.69","CHETWYND A","1181513","2020-02-06","2020","02","06","","3.8","","-2.4","","0.7","","17.3","","0.0","","","","","","","M","","","25","","39",""
"-121.63","55.69","CHETWYND A","1181513","2020-02-07","2020","02","07","","-0.1","","-9.2","","-4.7","","22.7","","0.0","","","","","","","M","","","","","",""
"-121.63","55.69","CHETWYND A","1181513","2020-02-08","2020","02","08","","3.2","","-8.9","","-2.9","","20.9","","0.0","","","","","","","M","","","24","","39",""
"-121.63","55.69","CHETWYND A","1181513","2020-02-09","2020","02","09","","6.1","","-3.0","","1.6","","16.4","","0.0","","","","","","","M","","","24","","60",""
